"","word1","hit1","hit1_n","hit2","hit2_n","hit3","hit3_n","ngram_n"
"2690","naw","i",28,"i'm",8,"not",7,130
"2691","hypocritical","and",2,"christians",2,"about",1,31
"2692","happyeaster","to",2,"2",1,"may",1,5
"2693","invented","the",42,"by",17,"a",15,199
"2694","teleportation","and",1,"causes",1,"device",1,11
"2695","biking","and",5,"around",5,"in",5,80
"2696","earn","advertising",45,"a",39,"the",24,386
"2697","4sq","check",1,"cross",1,"offer",1,7
"2698","velocipede","badge",1,NA,NA,NA,NA,1
"2699","scene","in",102,"and",79,"of",77,1198
"2700","log","in",37,"on",25,"into",21,240
"2701","didnt","know",49,"get",45,"even",36,602
"2702","truer","words",10,"than",7,"to",3,25
"2703","terribly","interesting",5,"wrong",5,"confused",4,182
"2704","facts","about",49,"and",46,"of",26,465
"2705","water","and",413,"to",141,"in",112,3729
"2706","spout","of",2,"1",1,"aesthetic",1,13
"2707","ocean","and",27,"in",12,"the",12,394
"2708","kiley","has",2,"asked",1,"frontwoman’s",1,8
"2709","considering","the",99,"that",62,"how",32,630
"2710","german","and",17,"beer",10,"i",9,514
"2711","year's","eve",72,"resolution",24,"resolutions",19,463
"2712","bavarian","hefeweizen",3,"a",1,"brewers",1,15
"2713","omelette","and",3,"17",1,"baby",1,15
"2714","schnitzel","16",1,"at",1,"comes",1,6
"2715","chicken","and",136,"breast",37,"with",37,1535
"2716","hoppel","poppel",1,NA,NA,NA,NA,1
"2717","poppel","3rd",1,"breakfast",1,NA,NA,2
"2718","skillet","over",21,"and",14,"heat",6,120
"2719","y'all","are",62,"have",30,"know",24,861
"2720","connect","with",199,"to",49,"the",19,564
"2721","compton","based",7,"and",1,"apparently",1,18
"2722","based","on",1125,"in",114,"upon",48,2212
"2723","hood","and",18,"is",12,"of",10,315
"2724","known","as",575,"for",221,"to",188,2060
"2725","email","me",308,"address",136,"to",133,2495
"2726","younowaskalexandrobert","how",1,NA,NA,NA,NA,1
"2727","tall","and",44,"as",12,"glass",12,440
"2728","lawd","i",4,"help",2,"lol",2,22
"2729","profit","organization",20,"from",17,"and",12,355
"2730","sector","and",15,"workers",11,"in",8,213
"2731","outreach","and",10,"to",5,"for",4,67
"2732","birthday's","in",3,"are",1,"get",1,6
"2733","led","to",264,"by",136,"the",74,930
"2734","lying","to",54,"on",52,"in",34,419
"2735","megalomaniac","aspiring",1,"it",1,"wants",1,3
"2736","aspiring","to",10,"writers",9,"writer",7,95
"2737","dictator","is",5,"for",4,"or",3,58
"2738","deluded","and",3,"9",1,"belief",1,13
"2739","ours","is",26,"and",24,"was",13,300
"2740","malley","and",1,"that",1,NA,NA,2
"2741","tipped","the",9,"off",6,"me",4,55
"2742","gone","to",191,"and",106,"through",91,2336
"2743","underscore","and",1,"backbone",1,"cemetery",1,6
"2744","curt","connors",2,"leskanic",2,"schilling",2,25
"2745","witcher's","thoughts",1,NA,NA,NA,NA,1
"2746","leadership","is",47,"in",28,"and",26,564
"2747","hamburger","helper",5,"buns",4,"the",3,64
"2748","sacred","and",12,"heart",8,"cows",5,170
"2749","obsessed","with",261,"and",8,"i",5,351
"2750","homeowners","who",4,"and",3,"are",3,69
"2751","social","media",1090,"networking",129,"security",101,3125
"2752","destroy","the",61,"it",18,"a",11,315
"2753","vontaze","burfict",1,NA,NA,NA,NA,1
"2754","burfict","and",1,"has",1,NA,NA,2
"2755","drafted","in",13,"by",10,"to",6,106
"2756","listened","to",312,"and",16,"in",6,401
"2757","idiots","that",7,"are",5,"in",5,129
"2758","cringe","worthy",8,"at",7,"and",5,64
"2759","presentation","on",45,"of",34,"at",25,523
"2760","spoiled","by",15,"brat",7,"and",6,125
"2761","entitled","to",74,"the",12,"a",5,206
"2762","achievement","of",14,"and",12,"gap",9,152
"2763","belonged","to",59,"in",2,"among",1,74
"2764","j","k",36,"and",28,"cole",18,851
"2765","harold","washington",7,"and",6,"camping",4,81
"2766","headache","and",21,"is",13,"i",11,237
"2767","youtube","video",59,"videos",53,"and",46,717
"2768","carly","rae",4,"and",2,"simon",2,31
"2769","rae","jepsen",5,"and",3,"accused",1,28
"2770","jepsen","chiddy",1,"from",1,"got",1,5
"2771","loud","and",80,"i",27,"in",24,768
"2772","yusuf","and",1,"cat",1,"saloojee",1,4
"2773","los","angeles",436,"alamos",10,"feliz",8,565
"2774","angeles","and",27,"ca",21,"times",14,391
"2775","sean","payton",12,"and",11,"connery",8,236
"2776","rooks","cant",1,"is",1,NA,NA,2
"2777","tuesday","night",96,"and",54,"morning",38,1331
"2778","jeff","and",24,"goldblum",8,"gordon",8,399
"2779","answered","the",29,"my",17,"and",14,294
"2780","someone's","day",8,"life",7,"face",5,223
"2781","bieber","is",32,"and",16,"fever",13,364
"2782","13","years",47,"and",42,"year",33,1287
"2783","reply","to",115,"back",28,"i",18,503
"2784","faggot","ass",2,"and",1,"as",1,21
"2785","dress","up",85,"and",81,"for",52,1289
"2786","unknown","to",34,"and",19,"but",9,325
"2787","ensure","that",142,"the",41,"they",14,367
"2788","policies","and",41,"that",27,"of",14,313
"2789","prevail","in",5,"against",3,"among",1,32
"2790","64","bit",7,"percent",7,"to",6,115
"2791","central","park",49,"to",33,"florida",22,811
"2792","6","30",202,"months",171,"and",83,4541
"2793","wahhhh","i",2,"doesn't",1,"don't",1,5
"2794","cathie","and",2,"b",1,"christy",1,7
"2795","rothbury","in",1,"mi",1,NA,NA,2
"2796","mi","run",64,"with",10,"amor",7,333
"2797","festival","in",69,"of",57,"and",38,820
"2798","willie","nelson",15,"colon",2,"for",2,71
"2799","nelson","mandela",30,"and",11,"is",8,168
"2800","dylan","and",13,"had",4,"hyde",4,135
"2801","spent","the",312,"a",208,"on",87,1996
"2802","less","than",988,"of",93,"and",78,3839
"2803","worrying","about",89,"and",8,"that",8,174
"2804","others","to",168,"and",156,"are",144,3487
"2805","improving","the",22,"taxi",12,"my",7,157
"2806","ourselves.your","life",1,NA,NA,NA,NA,1
"2807","paoli","peaks",1,"pub",1,NA,NA,2
"2808","peaks","and",7,"form",7,"in",4,56
"2809","ski","trip",9,"mask",6,"season",5,112
"2810","since","i",1138,"the",846,"it",276,7469
"2811","eighth","grade",18,"of",10,"and",5,114
"2812","grade","and",49,"i",35,"school",34,741
"2813","valentine's","day",246,"dinner",3,"i",2,279
"2814","iam","a",3,"not",2,"on",2,31
"2815","awful","lot",27,"but",17,"i",16,450
"2816","stayed","in",85,"up",59,"with",56,582
"2817","threatening","to",49,"injuries",10,"the",7,170
"2818","alex","and",38,"is",15,"i",14,510
"2819","pen","and",62,"to",21,"is",13,332
"2820","harm","to",23,"in",14,"reduction",13,231
"2821","sync","with",18,"to",4,"your",4,80
"2822","yorkers","are",4,"who",3,"if",2,39
"2823","05","02",8,"01",6,"11",5,181
"2824","cash","in",42,"and",39,"to",29,708
"2825","qualify","for",68,"as",16,"to",7,142
"2826","acm's","a",1,"concert",1,"entertainer",1,5
"2827","vip","tickets",13,"card",11,"ticket",9,238
"2828","urban","areas",21,"fantasy",21,"outfitters",19,453
"2829","dierks","bentley",3,"kerry",1,"luke",1,5
"2830","luke","and",13,"bryan",11,"12",9,249
"2831","recommend","it",114,"this",49,"the",48,717
"2832","c","u",95,"i",75,"of",70,2017
"2833","ruined","my",37,"the",16,"it",15,183
"2834","o","to",410,"i",62,"the",48,2254
"2835","there'd","be",14,"b",1,"been",1,17
"2836","axford","approaches",1,"for",1,"in",1,11
"2837","streak","of",21,"in",9,"for",4,126
"2838","rolls","around",24,"and",19,"of",16,282
"2839","gift","card",157,"of",148,"for",112,1667
"2840","scott","walker",35,"and",24,"is",14,574
"2841","hail","and",17,"to",14,"mary",13,169
"2842","cab","driver",24,"and",11,"drivers",10,192
"2843","stroller","and",12,"i",6,"they",3,62
"2844","backpack","and",12,"for",3,"is",3,74
"2845","future","of",196,"is",94,"and",85,2386
"2846","howdy","all",2,"ali",1,"and",1,43
"2847","feed","the",67,"and",32,"your",31,718
"2848","underway","at",9,"for",8,"in",7,97
"2849","apartment","in",45,"and",43,"i",33,648
"2850","earthhour","at",1,"is",1,NA,NA,2
"2851","march","madness",83,"2012",48,"and",44,1675
"2852","30pm","and",14,"at",14,"in",12,311
"2853","local","government",51,"and",50,"news",34,2829
"2854","hour","and",193,"of",144,"or",105,2926
"2855","likey","and",1,"cool",1,"mama",1,8
"2856","judy","garland",16,"and",10,"blume",8,118
"2857","view","of",295,"the",88,"that",53,1371
"2858","control","of",234,"the",126,"and",117,1710
"2859","nigga","i",38,"in",18,"lol",18,726
"2860","shut","up",369,"down",165,"the",120,990
"2861","bingy","i",1,NA,NA,NA,NA,1
"2862","forgive","me",94,"you",34,"myself",29,411
"2863","39","s",132,"t",19,"of",9,457
"2864","lucky","to",203,"enough",93,"i",79,1418
"2865","locals","and",15,"are",12,"who",5,141
"2866","hustler","club",4,"baby",2,"but",1,19
"2867","buckets","of",16,"and",3,"to",2,43
"2868","champagne","and",20,"but",5,"chickenheadz",5,212
"2869","stuffed","with",30,"animals",21,"animal",12,238
"2870","cinnamon","and",30,"sugar",23,"rolls",20,266
"2871","sugar","and",186,"in",47,"free",43,1286
"2872","cream","cheese",127,"and",112,"of",50,1373
"2873","usual","i",45,"and",22,"suspects",17,772
"2874","goodwill","and",7,"for",2,"in",2,69
"2875","towards","the",368,"a",66,"me",22,1141
"2876","transit","system",7,"is",5,"and",4,113
"2877","suffering","from",89,"and",21,"of",14,383
"2878","remembered","that",54,"the",33,"i",22,411
"2879","record","of",98,"for",77,"in",50,1599
"2880","bouta","go",10,"get",3,"be",2,36
"2881","drunk","and",83,"on",30,"i",22,715
"2882","driver","and",34,"of",24,"is",19,499
"2883","kills","me",46,"the",17,"a",10,207
"2884","teenager","and",20,"who",13,"i",12,191
"2885","crash","on",23,"in",20,"and",16,340
"2886","bond","with",22,"that",17,"and",15,336
"2887","1mill","man",1,NA,NA,NA,NA,1
"2888","shoots","and",11,"that",6,"a",5,130
"2889","purpose","of",204,"is",55,"and",49,808
"2890","150k","and",2,"another",1,"employers",1,9
"2891","otgtips","good",1,"its",1,"learn",1,5
"2892","act","like",292,"of",241,"as",106,1864
"2893","yours","is",52,"truly",49,"and",38,692
"2894","keeps","me",81,"the",79,"getting",40,942
"2895","vb","and",3,"branding",1,"effector",1,12
"2896","promoters","and",2,"are",2,"behind",1,28
"2897","bus","stop",57,"to",56,"driver",35,1066
"2898","owners","of",38,"and",32,"are",20,407
"2899","a5","be",3,"1",1,"booth",1,29
"2900","bingo","players",5,"and",4,"at",3,83
"2901","bin","laden",121,"laden's",19,"laden’s",15,303
"2902","laden","was",13,"with",12,"and",11,151
"2903","raid","on",9,"the",8,"in",5,89
"2904","proves","that",29,"to",10,"the",8,127
"2905","commander","of",20,"in",19,"for",6,100
"2906","chief","executive",72,"of",62,"economist",13,579
"2907","dangerous","to",36,"and",29,"for",16,494
"2908","frozen","yogurt",38,"pizza",13,"in",11,379
"2909","planet","and",41,"earth",30,"of",26,538
"2910","blew","up",28,"it",27,"my",21,217
"2911","2nd","half",51,"time",35,"round",34,1048
"2912","media","and",153,"is",107,"to",60,2602
"2913","rub","it",28,"the",15,"my",12,192
"2914","scent","of",48,"in",7,"is",7,153
"2915","plate","of",61,"and",47,"with",19,527
"2916","stacking","up",5,"of",2,"some",2,24
"2917","114","million",4,"see",2,"w",2,26
"2918","pine","nuts",29,"needles",11,"trees",9,176
"2919","beams","of",6,"in",3,"down",2,33
"2920","hits","the",76,"and",36,"a",28,579
"2921","response","to",336,"was",42,"is",36,916
"2922","turkey","and",44,"day",18,"is",11,440
"2923","mic","and",15,"night",10,"tonight",7,169
"2924","poetry","and",35,"is",23,"in",18,463
"2925","tells","me",252,"us",139,"you",116,998
"2926","140","characters",63,"character",11,"buy",7,163
"2927","characters","and",97,"in",97,"are",75,1313
"2928","snooze","button",13,"fest",3,"and",2,36
"2929","scheduled","for",106,"to",94,"a",16,393
"2930","announced","that",99,"the",57,"on",29,667
"2931","tapas","and",5,"are",2,"style",2,34
"2932","menu","is",32,"for",31,"and",30,562
"2933","fig","tree",8,"newtons",4,"and",2,47
"2934","hush","hush",5,"you",4,"your",4,65
"2935","puppies","and",15,"to",5,"for",4,87
"2936","creole","and",2,"seasoning",2,"cemetery",1,21
"2937","mayo","and",18,"is",15,"i",9,278
"2938","rasp","is",2,"brie",1,"brown",1,8
"2939","brie","and",2,"burger",2,"i",2,28
"2940","phyllo","pastry",3,"sheet",3,"sheets",3,16
"2941","purses","and",8,"4",3,"i",3,48
"2942","00","pm",134,"am",72,"p.m",62,713
"2943","steam","and",11,"the",10,"engine",9,201
"2944","dupont","circle",8,"and",3,"bridgeport",1,41
"2945","escalators","and",2,"are",2,"broken",1,11
"2946","mount","the",11,"and",9,"vernon",7,163
"2947","conveyor","belt",5,"belts",2,"to",1,8
"2948","bottle","of",313,"and",64,"i",21,908
"2949","drugs","and",58,"are",18,"that",17,428
"2950","original","and",40,"recipe",35,"version",16,1435
"2951","plan","to",479,"for",232,"on",227,2601
"2952","hangout","with",17,"and",5,"for",5,88
"2953","guessing","that",29,"you",13,"the",10,212
"2954","hs","and",5,"students",5,"baseball",3,162
"2955","fourwordsyoudontwanttohear","barack",1,"obama",1,"president",1,5
"2956","president","of",305,"obama",171,"and",77,1731
"2957","wins","the",84,"a",32,"in",26,639
"2958","barbara","walters",11,"and",6,"bush",3,154
"2959","katz","said",3,"and",2,"df",2,24
"2960","rothman","75",1,"embodied",1,"in",1,7
"2961","embodied","in",5,"across",1,"all",1,13
"2962","birth","of",93,"to",86,"control",84,765
"2963","bodies","of",44,"and",43,"are",20,404
"2964","craft","beer",98,"room",39,"and",33,724
"2965","2pm","and",8,"for",8,"on",8,141
"2966","grad","school",82,"students",33,"student",26,282
"2967","ctr","a",1,"after",1,"at",1,24
"2968","6112","free",2,NA,NA,NA,NA,2
"2969","flavor","and",65,"of",51,"is",23,527
"2970","hogs","go",4,"and",2,"at",1,22
"2971","alcl","is",2,"wanna",1,NA,NA,3
"2972","father","and",159,"in",93,"of",90,1688
"2973","deadline","for",29,"is",25,"to",17,217
"2974","kahlo","brow",1,"house",1,"on",1,5
"2975","retard","and",1,"because",1,"bond",1,16
"2976","strawberry","shortcake",13,"and",7,"lemonade",6,219
"2977","passion","for",114,"and",53,"of",26,583
"2978","fruit","and",84,"is",33,"of",30,762
"2979","smelling","like",24,"the",9,"a",6,121
"2980","massage","and",18,"at",9,"therapist",9,274
"2981","oil","and",186,"in",79,"is",39,1419
"2982","leather","jacket",19,"and",10,"boots",7,262
"2983","strappy","and",1,"black",1,"heels",1,6
"2984","thingy","and",6,"i",3,"is",3,51
"2985","hooker","with",3,"for",2,"in",2,49
"2986","boots","and",37,"in",15,"i",11,309
"2987","boo","boo",49,"i",23,"hoo",17,476
"2988","iwishtheywouldbringback","fresh",1,"music",1,"tails",1,3
"2989","fish","and",73,"in",42,"fry",39,956
"2990","bites","of",15,"the",14,"and",12,147
"2991","tarter","sauce",3,"and",1,"control",1,5
"2992","reactivated","my",3,"rofl",1,"the",1,7
"2993","da","vinci",37,"man",27,"best",23,997
"2994","ratchet","ass",6,"up",4,"as",3,50
"2995","yelling","at",81,"and",18,"for",7,247
"2996","parenting","is",13,"and",11,"a",5,205
"2997","month","and",183,"of",181,"i",149,3122
"2998","oyster","sauce",7,"house",4,"bar",3,66
"2999","feast","of",19,"on",13,"for",11,141
"3000","sequel","to",45,"of",6,"is",5,128
"3001","prepare","for",145,"to",58,"the",57,554
"3002","strange","and",43,"to",38,"that",31,874
"3003","wffconf12thrilled","to",1,NA,NA,NA,NA,1
"3004","connections","to",29,"between",18,"with",18,247
"3005","changers","and",1,"be",1,"brewed",1,9
"3006","installed","on",16,"a",14,"in",13,175
"3007","constant","and",12,"in",9,"state",9,381
"3008","labs","and",2,"at",2,"inv",2,64
"3009","mailing","list",32,"address",28,"information",3,116
"3010","link","to",409,"up",76,"for",56,1496
"3011","belocal","sales",1,NA,NA,NA,NA,1
"3012","sales","and",79,"of",42,"tax",39,995
"3013","process","of",316,"and",125,"is",89,1767
"3014","wing","of",16,"and",13,"it",13,383
"3015","ale","and",35,"is",18,"house",16,419
"3016","brewed","in",15,"with",11,"by",10,134
"3017","lead","to",379,"the",102,"in",86,1708
"3018","usage","of",30,"and",6,"with",5,124
"3019","sites","to",57,"and",44,"that",28,601
"3020","week's","challenge",35,"episode",12,"theme",6,286
"3021","ff","to",75,"love",51,"for",34,957
"3022","cats","and",55,"are",38,"in",19,545
"3023","closing","the",43,"in",21,"time",15,416
"3024","mayer","hawthorne",2,"on",2,"were",2,50
"3025","8pm","at",18,"on",13,"and",10,310
"3026","openfist","theatre",1,NA,NA,NA,NA,1
"3027","theatre","in",39,"and",17,"is",16,455
"3028","openfist.com","don't",1,NA,NA,NA,NA,1
"3029","svu","marathon",2,"and",1,"anymore",1,16
"3030","minute","of",67,"to",67,"and",62,1424
"3031","lanes","of",14,"and",6,"in",6,95
"3032","garden","and",75,"of",48,"i",31,1193
"3033","bowl","of",160,"and",109,"with",54,1256
"3034","dusty","and",7,"is",3,"old",3,112
"3035","rhodes","scholar",2,"always",1,"at",1,28
"3036","river","and",75,"the",25,"in",21,833
"3037","wsg","pizza",1,"the",1,NA,NA,2
"3038","rebounderz","where",1,NA,NA,NA,NA,1
"3039","bein","a",14,"on",4,"in",3,67
"3040","teased","her",4,"about",3,"for",3,34
"3041","stood","up",80,"in",65,"there",55,575
"3042","havin","a",34,"fun",13,"to",4,97
"3043","works","for",217,"in",123,"of",113,2087
"3044","coworkers","who",5,"and",4,"are",4,85
"3045","rob","and",11,"you",9,"lowe",8,299
"3046","lowe","in",3,"was",3,"and",2,34
"3047","peyton","manning",78,"and",10,"is",9,193
"3048","manning's","assets",1,"best",1,"career",1,12
"3049","retirement","and",14,"to",10,"age",9,201
"3050","rapper","and",6,"alive",5,"in",5,142
"3051","eddie","murphy",22,"and",6,"izzard",5,164
"3052","murphy","and",11,"is",6,"as",4,119
"3053","downfall","of",15,"and",3,"to",3,44
"3054","tricky","to",17,"and",8,"but",8,149
"3055","guidance","and",19,"of",13,"to",13,168
"3056","homeless","man",22,"people",21,"guy",16,293
"3057","ninja","turtles",13,"turtle",7,"and",4,118
"3058","master","of",68,"bedroom",21,"and",20,589
"3059","aw","thanks",74,"i",48,"thank",29,674
"3060","bowling","alley",15,"green",15,"with",11,140
"3061","terrific","and",7,"tuesday",6,"job",5,199
"3062","acadia","and",1,"tonight",1,"unique",1,4
"3063","cocktails","and",22,"for",8,"at",7,158
"3064","wines","and",19,"that",11,"are",9,193
"3065","spot","on",130,"in",96,"for",88,1157
"3066","timeline","is",23,"and",15,"for",12,231
"3067","flooded","with",18,"and",9,"areas",3,71
"3068","rt'ing","the",6,"a",1,"everyone",1,13
"3069","biebs","and",2,"is",2,"ahaha",1,18
"3070","fuhh","i",1,NA,NA,NA,NA,1
"3071","cuddle","with",27,"and",12,"up",10,121
"3072","rn","at",3,"and",2,"a",1,24
"3073","pussy","and",14,"ass",9,"is",8,213
"3074","tho","i",88,"lol",31,"i'm",16,618
"3075","o_o","i",5,"rt",5,"how",2,40
"3076","yeahido","lol",1,NA,NA,NA,NA,1
"3077","eye","on",164,"out",102,"and",88,1635
"3078","staring","at",166,"into",12,"down",9,297
"3079","visiting","the",67,"my",45,"a",25,616
"3080","nra","show",3,"convention",2,"and",1,17
"3081","convention","center",55,"in",26,"and",16,253
"3082","singing","the",67,"and",45,"in",37,889
"3083","anthem","for",9,"of",7,"at",5,94
"3084","performing","at",74,"arts",40,"in",38,477
"3085","various","other",24,"reasons",23,"ways",23,1061
"3086","sanctioned","by",6,"events",2,"for",2,27
"3087","acting","like",106,"is",40,"as",35,733
"3088","silly","and",30,"but",23,"me",14,513
"3089","voices","in",39,"of",31,"and",30,329
"3090","hoped","to",50,"for",44,"that",34,255
"3091","interviewing","for",10,"the",8,"on",6,119
"3092","talked","about",318,"to",257,"with",45,899
"3093","tedmed","and",1,"docs",1,"genome",1,12
"3094","employees","who",27,"and",24,"to",24,474
"3095","nd","i",23,"my",7,"u",7,279
"3096","loll","i",3,"well",2,"as",1,31
"3097","dramatic","and",15,"fashion",6,"effect",5,232
"3098","contingency","plan",3,"planning",3,"plans",2,15
"3099","seats","and",39,"in",38,"for",27,392
"3100","graphic","design",49,"designer",35,"novel",27,306
"3101","myspace","and",8,"is",7,"page",7,137
"3102","leody's","is",1,NA,NA,NA,NA,1
"3103","hiring","a",35,"of",10,"for",9,259
"3104","tailor","made",9,"soldier",6,"make",3,36
"3105","seamstress","and",2,"a",1,"cheryle",1,12
"3106","hoping","to",374,"for",195,"that",169,1433
"3107","dancing","with",88,"in",49,"to",43,729
"3108","falangies","sp",1,NA,NA,NA,NA,1
"3109","formulated","a",3,"the",3,"to",3,28
"3110","definition","of",182,"is",13,"i",10,358
"3111","existentialism","doesn't",1,"hypocrite",1,"mix",1,5
"3112","mix","of",229,"well",73,"and",65,1356
"3113","ultra","settings",13,"lounge",8,"orthodox",5,178
"3114","cultural","and",22,"center",20,"heritage",18,485
"3115","positivism","enthusiasm",1,"not",1,"that",1,5
"3116","sentimental","about",3,"swing",3,"and",2,53
"3117","mental","health",135,"illness",48,"and",25,599
"3118","anesthesia","and",2,"administered",1,"agree",1,17
"3119","boons","farm",2,NA,NA,NA,NA,2
"3120","farm","and",27,"in",26,"is",19,530
"3121","k","12",32,"i",28,"and",24,841
"3122","we’ve","been",100,"got",59,"seen",43,569
"3123","focused","on",325,"and",32,"in",8,561
"3124","gaining","weight",10,"momentum",8,"the",8,162
"3125","model","of",73,"for",69,"and",35,834
"3126","multiple","times",72,"choice",13,"people",11,606
"3127","choice","of",166,"to",105,"for",102,1455
"3128","buddies","and",13,"in",9,"are",6,130
"3129","thon","at",2,"a",1,"and",1,22
"3130","oct","1",11,"11",9,"23",8,228
"3131","12pm","and",4,"est",3,"to",3,44
"3132","3pm","to",15,"at",12,"est",5,155
"3133","pin","and",15,"down",12,"up",11,291
"3134","chasers","2",3,"cool",1,"fall",1,12
"3135","midtown","manhattan",4,"or",4,"for",3,51
"3136","information","about",193,"on",158,"and",151,2033
"3137","pdx","but",5,"to",5,"area",3,119
"3138","sunshine","and",56,"in",16,"is",13,380
"3139","counts","as",32,"of",27,"and",18,246
"3140","suburbs","of",11,"and",8,"in",4,78
"3141","surprising","that",27,"to",19,"how",9,268
"3142","proper","way",20,"care",11,"grammar",9,543
"3143","thanx","for",58,"to",12,"4",8,133
"3144","soundclick.com","zoeonthebeat",5,NA,NA,NA,NA,5
"3145","flash","mob",32,"of",24,"and",17,365
"3146","hoop","dancing",3,"earrings",3,"for",3,70
"3147","useless","and",13,"to",11,"as",6,167
"3148","requires","a",67,"the",30,"that",22,420
"3149","mobility","is",7,"and",6,"of",3,55
"3150","garlandator","for",1,NA,NA,NA,NA,1
"3151","storys","are",1,"for",1,"o.o",1,7
"3152","toast","and",18,"with",13,"to",12,249
"3153","poor","and",55,"thing",41,"little",34,1412
"3154","fridge","and",35,"for",33,"to",13,291
"3155","access","to",480,"the",36,"and",33,923
"3156","quality","of",278,"and",74,"time",55,1298
"3157","education","and",133,"is",75,"in",53,1363
"3158","neighborhoods","and",11,"in",6,"with",6,96
"3159","purposeful","and",3,"in",3,"but",1,29
"3160","fries","and",51,"for",11,"are",10,248
"3161","smelt","it",2,"anything",1,"bait",1,14
"3162","civil","war",143,"rights",124,"liberties",36,561
"3163","rights","and",105,"of",87,"to",65,999
"3164","shaker","and",2,"cup",2,"heights",2,35
"3165","pumpkin","pie",26,"spice",20,"and",11,243
"3166","milkshake","and",4,"at",3,"like",2,44
"3167","ranked","in",12,"1",6,"as",6,146
"3168","swimming","in",46,"pool",38,"and",21,313
"3169","reg","season",7,"125",2,"699",2,64
"3170","125","15",5,"and",3,"million",3,76
"3171","57","year",6,"of",5,"years",4,115
"3172","code","for",53,"of",45,"to",37,834
"3173","tonite","at",20,"in",7,"is",7,204
"3174","dancinwiththestars","d",1,NA,NA,NA,NA,1
"3175","obesity","and",9,"problem",6,"have",3,89
"3176","symptom","of",19,"i",2,"but",1,33
"3177","growing","up",288,"and",52,"in",49,1217
"3178","spiritual","and",22,"growth",10,"life",10,497
"3179","supported","by",58,"the",24,"and",11,259
"3180","equality","and",30,"for",15,"of",14,203
"3181","children's","book",36,"books",34,"hospital",24,328
"3182","cupcake","and",11,"i",9,"wars",8,225
"3183","suckka","in",1,"me",1,NA,NA,2
"3184","urself","a",6,"to",4,"2",2,51
"3185","tire","of",16,"and",6,"on",5,140
"3186","semblance","of",27,"to",1,"with",1,29
"3187","continually","be",5,"and",4,"changing",2,126
"3188","sobbing","and",4,"i",4,"at",3,41
"3189","vid","of",7,"and",5,"on",4,87
"3190","phillies","and",6,"fans",6,"game",6,86
"3191","matters","to",39,"is",36,"of",29,557
"3192","8th","grade",46,"graders",14,"and",6,283
"3193","row","of",53,"and",38,"i",26,675
"3194","archivist","at",1,"darius",1,"dashboard",1,16
"3195","folder","and",10,"i",9,"to",6,118
"3196","accession","enemy",2,"and",1,"arrows",1,11
"3197","materials","and",43,"for",20,"to",16,339
"3198","gloria","steinem",11,"and",4,"estefan",4,60
"3199","steinem","a",1,"betty",1,"but",1,11
"3200","betty","white",21,"macdonald",11,"draper",9,163
"3201","friedan's","faces",1,NA,NA,NA,NA,1
"3202","faces","and",40,"of",36,"the",24,518
"3203","bing","crosby",10,"bing",4,"bang",2,50
"3204","versus","the",29,"a",9,"what",4,171
"3205","engine","and",15,"that",8,"is",7,258
"3206","showdown","in",5,"between",3,"with",3,35
"3207","glutenfree","menu",3,"peanutfree",2,"vegan",2,21
"3208","soft","and",71,"spot",32,"to",17,783
"3209","baked","goods",42,"beans",26,"in",19,403
"3210","snickerdoodles","amazing",1,"and",1,"d",1,6
"3211","90210","to",4,"and",3,"for",2,25
"3212","feelin","like",19,"the",14,"good",13,149
"3213","90036","beverly",1,NA,NA,NA,NA,1
"3214","beverly","hills",49,"and",6,"cleary",3,96
"3215","cinema","and",14,"i",7,"but",5,175
"3216","flicks","and",2,"like",2,"to",2,30
"3217","yogurtland","from",1,"on",1,"pumpkin",1,4
"3218","dairy","queen",23,"free",19,"products",17,164
"3219","sticks","and",33,"to",16,"out",12,240
"3220","synagogues","and",3,"that",2,"in",1,8
"3221","hasidic","jews",2,"community",1,"fix",1,5
"3222","radical","change",13,"islam",11,"unschooling",10,218
"3223","test","and",60,"the",58,"of",56,1364
"3224","documentary","on",32,"about",18,"film",10,266
"3225","jiro","dreams",6,"is",2,"an",1,12
"3226","dreams","and",111,"are",82,"of",79,1213
"3227","sushi","and",28,"in",12,"is",11,270
"3228","mountain","and",27,"of",26,"dew",24,584
"3229","lowly","a's",1,"adjunct",1,"beasts",1,18
"3230","adjunct","professor",5,"faculty",2,"grain",2,19
"3231","short","of",137,"term",126,"and",106,2644
"3232","sheets","and",26,"of",24,"with",13,234
"3233","low","and",77,"key",67,"income",53,1791
"3234","thread","and",26,"of",14,"that",12,256
"3235","crank","out",7,"the",6,"up",5,55
"3236","cross","the",110,"country",60,"between",39,1031
"3237","training","and",83,"for",82,"in",47,1469
"3238","chasm","between",2,"of",2,"that",2,12
"3239","fifth","avenue",17,"of",14,"and",11,274
"3240","wcphilly","day2",5,"open",3,"tricks",2,11
"3241","day2","contribute",1,"features",1,"life",1,5
"3242","features","a",73,"of",39,"the",29,663
"3243","slated","to",22,"for",11,"as",1,39
"3244","feature","film",51,"of",42,"on",41,755
"3245","freeze","the",13,"up",11,"it",9,171
"3246","beta","is",8,"readers",7,"test",7,192
"3247","3.3","million",3,"of",2,"a",1,16
"3248","focus","on",682,"of",93,"is",59,1425
"3249","g2g","bye",2,"sorry",2,"tweet",2,11
"3250","beth","and",6,"is",5,"moore",4,129
